PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
125838379	3060586-6	Orchestre Isifi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060573-8 (DE-588b)3060586-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Isifi Kongo (Demokratische Republik)(Zaire) Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Isifi Lokole Orchestre Isifi du Zaire Orchestre Lokole Orchestre Lokole Isifi "},"conceptURI":"https://d-nb.info/3060586-6","_standard":{"text":"Orchestre Isifi"},"conceptName":"Orchestre Isifi"}	029F	$4:prf	Orchestre Isifi		
125838484	1034404075	Mavuela	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kinshasa Kongo (Republik) Musiker Männlich Religion Somo, Cheikh Mavuela Somo, Mavuela "},"conceptURI":"https://d-nb.info/1034404075","_standard":{"text":"Mavuela"},"conceptName":"Mavuela"}	028A	$4:cmp	Mavuela		
125838484	3060586-6	Orchestre Isifi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060573-8 (DE-588b)3060586-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Isifi Kongo (Demokratische Republik)(Zaire) Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Isifi Lokole Orchestre Isifi du Zaire Orchestre Lokole Orchestre Lokole Isifi "},"conceptURI":"https://d-nb.info/3060586-6","_standard":{"text":"Orchestre Isifi"},"conceptName":"Orchestre Isifi"}	029F	$4:prf	Orchestre Isifi		
125838662				028A	$4:cmp	Lutula		
125838662	3060593-3	Orchestre Tabou-National	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060593-3 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060593-3","_standard":{"text":"Orchestre Tabou-National"},"conceptName":"Orchestre Tabou-National"}	029F	$4:prf	Orchestre Tabou-National		
125838867	1053236093	Madilu System	{"frontendLanguage":"de","_fulltext":{"text":"Bialu Madilu Bialu, Jean de Dieu Demokratische Republik Kongo Kongo (Demokratische Republik) Le Grand Ninja Madilu Madilu Systeme Makiese, Jean de Dieu Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1053236093","_standard":{"text":"Madilu System"},"conceptName":"Madilu System"}	028E	$B:	Madilu System	1952-2007	
125838867	3060594-5	Bakuba Mayopi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060594-5 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Orchestre Bakuba Mayopi "},"conceptURI":"https://d-nb.info/3060594-5","_standard":{"text":"Bakuba Mayopi"},"conceptName":"Bakuba Mayopi"}	029E	$B:	Bakuba Mayopi		
125838972	1023474530	Ombale, Bimi	{"frontendLanguage":"de","_fulltext":{"text":"Andi-Bimi-Ombalé Bimi, André Bimi-Ombale Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Musiker Mwana Wabi Männlich Ombalé, André Bimi Religion Schlagzeug Singstimme "},"conceptURI":"https://d-nb.info/1023474530","_standard":{"text":"Ombale, Bimi"},"conceptName":"Ombale, Bimi"}	028A	$B:	Ombale, Bimi	1952-2011	
125838972	3059219-7	Zaïko Langa Langa (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588)1088717187 (DE-588b)3059219-7 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Zaiko Langa Langa Orchestre Zaiko Langa-Langa Orchestre Zaïko Langa Langa Zaiko Langa Langa Zaiko Langa Langa Familia Dei Zaiko Langa-Langa Zaiko Nkolo-Mboka Zaïko Langa Langa Universel Zaïko Langa-Langa "},"conceptURI":"https://d-nb.info/3059219-7","_standard":{"text":"Zaïko Langa Langa (Musikgruppe)"},"conceptName":"Zaïko Langa Langa (Musikgruppe)"}	029E	$B:	Zaïko Langa Langa		
125839006				028E	$B:	Shungu		
125839006	3059219-7	Zaïko Langa Langa (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588)1088717187 (DE-588b)3059219-7 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Zaiko Langa Langa Orchestre Zaiko Langa-Langa Orchestre Zaïko Langa Langa Zaiko Langa Langa Zaiko Langa Langa Familia Dei Zaiko Langa-Langa Zaiko Nkolo-Mboka Zaïko Langa Langa Universel Zaïko Langa-Langa "},"conceptURI":"https://d-nb.info/3059219-7","_standard":{"text":"Zaïko Langa Langa (Musikgruppe)"},"conceptName":"Zaïko Langa Langa (Musikgruppe)"}	029E	$B:	Zaïko Langa Langa		
125839057				028A	$4:cmp	Lay, Evoloko		
125839057	3059219-7	Zaïko Langa Langa (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588)1088717187 (DE-588b)3059219-7 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Zaiko Langa Langa Orchestre Zaiko Langa-Langa Orchestre Zaïko Langa Langa Zaiko Langa Langa Zaiko Langa Langa Familia Dei Zaiko Langa-Langa Zaiko Nkolo-Mboka Zaïko Langa Langa Universel Zaïko Langa-Langa "},"conceptURI":"https://d-nb.info/3059219-7","_standard":{"text":"Zaïko Langa Langa (Musikgruppe)"},"conceptName":"Zaïko Langa Langa (Musikgruppe)"}	029F	$4:prf	Zaïko Langa Langa		
125840241	1252084293	Roy, Makengo	{"frontendLanguage":"de","_fulltext":{"text":"Kenia Kongo (Demokratische Republik) Makengo Roy Musiker Männlich Orchestre Grand Piza Religion Songwriter "},"conceptURI":"https://d-nb.info/1252084293","_standard":{"text":"Roy, Makengo"},"conceptName":"Roy, Makengo"}	028A	$B:	Roy, Makengo		
125840241	3060572-6	Orchestre Mandalala	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060572-6 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060572-6","_standard":{"text":"Orchestre Mandalala"},"conceptName":"Orchestre Mandalala"}	029E	$B:	Orchestre Mandalala		
125840381				028A	$B:	Tambwe		
125840381	3060596-9	Orchestre Saka-Yonsa	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060596-9 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060596-9","_standard":{"text":"Orchestre Saka-Yonsa"},"conceptName":"Orchestre Saka-Yonsa"}	029E	$B:	Orchestre Saka-Yonsa		
125840934				028A	$B:	Lala, Chumu		
125840934	3060572-6	Orchestre Mandalala	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060572-6 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060572-6","_standard":{"text":"Orchestre Mandalala"},"conceptName":"Orchestre Mandalala"}	029E	$B:	Orchestre Mandalala		
125840977				028A	$B:	Tambwe		
125840977	3060596-9	Orchestre Saka-Yonsa	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060596-9 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060596-9","_standard":{"text":"Orchestre Saka-Yonsa"},"conceptName":"Orchestre Saka-Yonsa"}	029E	$B:	Orchestre Saka-Yonsa		
125841035				028A	$B:	Tambwe		
125841035	3060596-9	Orchestre Saka-Yonsa	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060596-9 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3060596-9","_standard":{"text":"Orchestre Saka-Yonsa"},"conceptName":"Orchestre Saka-Yonsa"}	029E	$B:	Orchestre Saka-Yonsa		
125842058	1064763391	Lougah, François	{"frontendLanguage":"de","_fulltext":{"text":"Elfenbeinküste Elfenbeinküste Lougah, Dago Musiker Religion Schauspieler Unbekannt "},"conceptURI":"https://d-nb.info/1064763391","_standard":{"text":"Lougah, François"},"conceptName":"Lougah, François"}	028A	$B:	Lougah, François	1942-1997	
125842058	1012128296	Abeti	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)1012128296 Demokratische Republik Kongo Finant, Elisabeth Kisangani Kongo (Demokratische Republik) Masikini, Abeti Masikini, Abumba Musikerin Religion Weiblich "},"conceptURI":"https://d-nb.info/1012128296","_standard":{"text":"Abeti"},"conceptName":"Abeti"}	028E	$B:	Abeti	1951-1994	
125842058	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E/01	$B:	Ley, Tabu	1940-2013	
125842058				028E/02	$B:	Joe, Wawanko		
125842163	1053977042	Saakul, Saak	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Saakul Sinatra, Saak Sinatra Tshekabu, Boughat Tshekabu, Max Sinatra "},"conceptURI":"https://d-nb.info/1053977042","_standard":{"text":"Saakul, Saak"},"conceptName":"Saakul, Saak"}	028A	$4:cmp	Saakul, Saak		
125842163	3059061-9	Trio Madjesi (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3059061-9 Demokratische Republik Kongo Katalogisierungslevel 1 Kongo (Demokratische Republik) Kongo (Republik) Le Trio Madjesi Massengo, Loko Matadini Mabele, Mario Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Sosoliso Orchestre Trio Madjesi Republik Kongo Saakul, Saak Trio Madjesi & Orchestre Sosoliso "},"conceptURI":"https://d-nb.info/3059061-9","_standard":{"text":"Trio Madjesi (Musikgruppe)"},"conceptName":"Trio Madjesi (Musikgruppe)"}	029F	$4:prf	Trio Madjesi		
125842163	3058938-1	Orchestre Sosoliso	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058938-1 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Sosoliso Republik Kongo Trio Madjesi (Musikgruppe) "},"conceptURI":"https://d-nb.info/3058938-1","_standard":{"text":"Orchestre Sosoliso"},"conceptName":"Orchestre Sosoliso"}	029F	$4:prf	Orchestre Sosoliso		
125842244				028E	$B:	Petit Jazz Bilendo		
125842244	3060590-8	Kintueni Sukisa	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060590-8 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Orchestre Kintueni Sukisa Super Kintueni National "},"conceptURI":"https://d-nb.info/3060590-8","_standard":{"text":"Kintueni Sukisa"},"conceptName":"Kintueni Sukisa"}	029A	$B:	Kintueni Sukisa		
12584235X	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
12584235X	1078428387	Mavatiku Visi, Michelino	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Gitarre Komponist Kongo (Demokratische Republik) Matadi Mavatiku Visi, Michel Michelino Michelliono, Michita Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1078428387","_standard":{"text":"Mavatiku Visi, Michelino"},"conceptName":"Mavatiku Visi, Michelino"}	028E/01	$B:	Mavatiku Visi, Michelino	1946-	
12584235X	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029A	$B:	Afrisa International Orchestra		
125842406	1070874078	Dilumona, Dilu	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Dilu Dilu Dilumona Dilumona Luaku Empire Bakuba Kinshasa Kongo (Demokratische Republik) Luaku, Dilumona Musiker Männlich Religion Sänger "},"conceptURI":"https://d-nb.info/1070874078","_standard":{"text":"Dilumona, Dilu"},"conceptName":"Dilumona, Dilu"}	028A	$4:cmp	Dilumona, Dilu	1948-	
125842406	3029979-2	Empire Bakuba	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3029979-2 (DE-588b)3072388-7 Allgemeines, Interdisziplinäre Allgemeinwörter Empire des Bakuba Kongo (Demokratische Republik)(Zaire) Kongo (Republik) L'Empire Bakumba Les Bakuba Musik (Allgemeines), Musikgeschichte Orchestre Empire Bakuba Orchestre Empire des Bakuba Orchestre les Bakuba Pépé Kallé "},"conceptURI":"https://d-nb.info/3029979-2","_standard":{"text":"Empire Bakuba"},"conceptName":"Empire Bakuba"}	029F	$4:prf	Empire Bakuba		
125842465	1183720246	Sangana	{"frontendLanguage":"de","_fulltext":{"text":"African Fiesta Demokratische Republik Kongo Kongo (Demokratische Republik) Kutu, Valentin Kutu, Valentin "Sangana" Musiker Männlich Religion Sagana, Yala Elefo Sangana, Valentin Sänger "},"conceptURI":"https://d-nb.info/1183720246","_standard":{"text":"Sangana"},"conceptName":"Sangana"}	028A	$B:	Sangana		
125842465	135147484	Nico, Docteur	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310837480 (DE-588a)135147484 Allgemeines, Interdisziplinäre Allgemeinwörter Brüssel Demokratische Republik Kongo Docteur Nico Dr. Kasanda Nico Dr. Nico Dr. Nico Kasanda Gitarre Kasanda Wa Mikalay, Nicholas Kasanda wa Mikalaya, Nicolas Kasanda wa Mikalayi, Nicolas Kasanda, Nico Kassanda Wa Mikalaya, Nicholas Kassanda, Nico Kongo (Demokratische Republik) Luluabourg Mikalay, Kassanda wa Musiker Männlich Nico "},"conceptURI":"https://d-nb.info/135147484","_standard":{"text":"Nico, Docteur"},"conceptName":"Nico, Docteur"}	028C	$B:	Nico <Docteur>	1939-1985	
125842465	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029F	$B:	African Fiesta		
125842554	105474016X	Dalienst, Ntesa	{"frontendLanguage":"de","_fulltext":{"text":"Dalienst Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Ntesa, Dalienst Nzitani Dalienst ya Ntesa Religion Unbekannt Zitani Dalienst ya Ntesa "},"conceptURI":"https://d-nb.info/105474016X","_standard":{"text":"Dalienst, Ntesa"},"conceptName":"Dalienst, Ntesa"}	028A	$4:cmp	Dalienst, Ntesa	1946-	
125842554	3060597-0	Orchestre Les Grands Maquisards (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060597-0 Allgemeines, Interdisziplinäre Allgemeinwörter Dalienst, Ntesa Demokratische Republik Kongo Festival des Maquisards Kongo (Demokratische Republik) Kongo (Republik) Les Grands Maquisards Musik (Allgemeines), Musikgeschichte Musikgruppe "},"conceptURI":"https://d-nb.info/3060597-0","_standard":{"text":"Orchestre Les Grands Maquisards (Musikgruppe)"},"conceptName":"Orchestre Les Grands Maquisards (Musikgruppe)"}	029F	$4:prf	Orchestre Les Grands Maquisards		
125842600	1053359241	Soki Dianzenza	{"frontendLanguage":"de","_fulltext":{"text":"Dianzenza, Soki Kinshasa Kongo (Demokratische Republik) Köln Musiker Orchestre Bella-Bella (Musikgruppe) Prince Soki-Dianzenza Religion Soki Dianzenza, Emile Soki Vangu Unbekannt "},"conceptURI":"https://d-nb.info/1053359241","_standard":{"text":"Soki Dianzenza"},"conceptName":"Soki Dianzenza"}	028E	$B:	Soki Dianzenza	1954-1990	
125842600				028E/01	$B:	Vula		
125842600	3072114-3	Soki Dianzenza et son ensemble	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3072114-3 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte "},"conceptURI":"https://d-nb.info/3072114-3","_standard":{"text":"Soki Dianzenza et son ensemble"},"conceptName":"Soki Dianzenza et son ensemble"}	029A	$B:	Soki Dianzenza et son ensemble		
125842643				028A	$B:	Deckain, Loko		
125842643	3060598-2	Orchestre G. O. Malebo	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060598-2 (DE-588b)3074284-5 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo G.O. Malebo Orchestre Kongo (Demokratische Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. G.O. Malebo Orchestre Go Malebo "},"conceptURI":"https://d-nb.info/3060598-2","_standard":{"text":"Orchestre G. O. Malebo"},"conceptName":"Orchestre G. O. Malebo"}	029E	$B:	Orchestre G. O. Malebo		
125842686	1053359241	Soki Dianzenza	{"frontendLanguage":"de","_fulltext":{"text":"Dianzenza, Soki Kinshasa Kongo (Demokratische Republik) Köln Musiker Orchestre Bella-Bella (Musikgruppe) Prince Soki-Dianzenza Religion Soki Dianzenza, Emile Soki Vangu Unbekannt "},"conceptURI":"https://d-nb.info/1053359241","_standard":{"text":"Soki Dianzenza"},"conceptName":"Soki Dianzenza"}	028E	$B:	Soki Dianzenza	1954-1990	
125842686	3060599-4	Bella Mambo Renove	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060599-4 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Or. Bella Mambo Renove Orchestre Bella Mambo Renove "},"conceptURI":"https://d-nb.info/3060599-4","_standard":{"text":"Bella Mambo Renove"},"conceptName":"Bella Mambo Renove"}	029E	$B:	Bella Mambo Renove		
125842708				028E	$B:	Taluki, Yossa		
125842708	3060594-5	Bakuba Mayopi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060594-5 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Orchestre Bakuba Mayopi "},"conceptURI":"https://d-nb.info/3060594-5","_standard":{"text":"Bakuba Mayopi"},"conceptName":"Bakuba Mayopi"}	029E	$B:	Bakuba Mayopi		
125842732				028A	$4:cmp	Zangilu		
125842732				028C	$4:cmp	Djoboke		
125842732	3060600-7	Orchestre Tabu-Engombi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060600-7 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Orchestre Tabou Engombi Orchestre Tabou-Engombi Orchestre Tabu Engombi "},"conceptURI":"https://d-nb.info/3060600-7","_standard":{"text":"Orchestre Tabu-Engombi"},"conceptName":"Orchestre Tabu-Engombi"}	029F	$4:prf	Orchestre Tabu-Engombi		
125842740				028A	$B:	Mayalibo		
125842740				028E	$B:	Fataki, Joe		
125842740	3060600-7	Orchestre Tabu-Engombi	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060600-7 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Orchestre Tabou Engombi Orchestre Tabou-Engombi Orchestre Tabu Engombi "},"conceptURI":"https://d-nb.info/3060600-7","_standard":{"text":"Orchestre Tabu-Engombi"},"conceptName":"Orchestre Tabu-Engombi"}	029E	$B:	Orchestre Tabu-Engombi		
125842775				028A	$B:	Mayanga, Suki		
125842775				028E	$B:	Sala, Kiala Zoi		
