PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
187536481	TK 1120	TK 1120 187536481		Itoulibalan / Sabrè Soumano		"und"	Enth.: Général. Seth. Tama - Dembagnouma. Mansaden. Kaba	1 Tonkassette ; Stereo	"Signatur|Verlags-Bestellnummer"	"TK 1120|CK 7 416"	2000	"Paris u.a."	"17840"	Camara Production	""	2007/452				Veröffentlichung (musikalisches Werk)	""	"Soumano, Sabr`e|Camara Production"	"Soumano, Sabr`e|Camara Production"	"Beteiligte Person/Körperschaft|Musiklabel"	""
187536724	TK 1113	TK 1113 187536724		Laban / Oumou Sangaré		"und"	Enth.: Sina. Magnumako. Been. My Yetima. Malado - Laban. Ya la. Ne bife. Tcheou. Wa yeïna	1 Tonkassette ; Stereo	"Signatur|Verlags-Bestellnummer"	"TK 1113|CK 7 459"	1998	"Paris u.a."	"17840"	Camara Production	""	2007/445				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134869877"	"Sangaré, Oumou|Camara Production"	"Sangaré, Oumou|Camara Production"	"Beteiligte Person/Körperschaft|Musiklabel"	"1968-"
187537038	TK 1091	TK 1091 187537038		My sunshine / Yasmeen		"en"	Enth.: You are my sunshine. Don't cry for me. The perfect one. I sit away - Lilly Lane. Do you believe. It's a party. You are my sunshine (instrumental)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1091"	2000	"Accra"	"721355"	BIBINI Music Publishing	"Musik|Ghana|Populäre Musik"	2007/43				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137031786|http://d-nb.info/gnd/1137031786"	"Yasmeen|Yasmeen|BIBINI Music Publishing"	"Yasmeen|Yasmeen|BIBINI Music Publishing"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
187537178	TK 1092	TK 1092 187537178		Faith gospel / Yasmeen		"en"	Enth.: Faith. Call for Jesus. Without you Lord. Count on God - Refuge. Help us o Lord. Love one another. Nobody's fault (but mine)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1092"	2000	"Accra"	"721355"	BIBINI Music Publishing	"Musik|Ghana|Religiöse Musik <christl.>"	2007/48				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137031786|http://d-nb.info/gnd/1137031786"	"Yasmeen|Yasmeen|BIBINI Music Publishing"	"Yasmeen|Yasmeen|BIBINI Music Publishing"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
18753747X	TK 1101	TK 1101 18753747X		Highlife West Africa / featuring the golden voice of Nat Buckle		"und"	Enth.: Love. Jolley Beba. Abele. Mowea - Love (instrumental). Jolley Beba (instr.). Abele (instr.). Mowea (instr.)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1101"	2000	"Accra"	"721355"	BIBINI Music Publishing	"Musik|Ghana|Highlife|Populäre Musik"	2007/51				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113749011X|http://d-nb.info/gnd/1195731337"	"Buckle, Nat|Helwani, Faisal|BIBINI Music Publishing"	"Buckle, Nat|Helwani, Faisal|BIBINI Music Publishing"	"Interpretation (durch)|Produktion (von)|Musiklabel"	"|1946-2008"
187538093	TK 1099	TK 1099 187538093		From Bamaya to Bosoe : roots of highlife / Produced by Faisal Helwani		"und"	Enth.: Bamaya. Yaa Asantewaa Adowa. Ompeh. Agbadza. Akan Asafo - Bo Boo Bo. Bosoe. Nagla. Kpanlogo. Yoo Yoo	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1099"	1998	"Accra"	"721355"	Faisal Helwani Productions	"Musik|Ghana|Highlife|Populäre Musik|Sampler"	2007/49	Keine Angaben zu Interpreten vorhanden			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1195731337"	"Helwani, Faisal|Faisal Helwani Productions"	"Helwani, Faisal|Faisal Helwani Productions"	"Produktion (von)|Musiklabel"	"1946-2008"
187538522	TK 1109	TK 1109 187538522		Françafrique / Tiken Jah Fakoly		"und"	Enth.: Françafrique. Missiri. Le @balayeur. Soungourouba. Africa. On a tout compris - Nazara. Le @charnier. Houphouet reveille-toi. Justice. Awouli. Y'en a marre	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1109|Adomo 3168A-0102"	2002	""	""		"Musik|Côte d'Ivoire|Populäre Musik"	2007/444				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135394015|http://d-nb.info/gnd/135394015"	"Fakoly, Tiken Jah|Fakoly, Tiken Jah"	"Fakoly, Tiken Jah|Fakoly, Tiken Jah"	"Komposition (von)|Interpretation (durch)"	"1968-|1968-"
18753876X	TK 1114	TK 1114 18753876X		Le cameleon / Tiken Jah Fakoly		"fr|und"	Enth.: Le @pays va mal. Danga. Promesses de caméléon. Justice. Baba. Allah tando - Yen a marre. Alpha Conde. Politicirns. Les audits. Tête demule (Tête de mule). Kafri	1 Tonkassette ; Stereo	"Signatur|Verlags-Bestellnummer"	"TK 1114|2903A-0800"	2002	"Burkina Faso"	""	Seydoni Prod.	""	2007/446				Veröffentlichung (musikalisches Werk)	""	"Fakoly, Tiken Jah|Seydoni Prod."	"Fakoly, Tiken Jah|Seydoni Prod."	"Beteiligte Person/Körperschaft|Musiklabel"	""
187539715	TK 1115	TK 1115 187539715		Merci / Alpha Blondy		"fr|und"	Enth.: Wan. Who are you. Quitte dans ça. Souroukou (Souroukou gogo). God bless Africa. (Zoukiéfiez moi ça) - Zoukiéfiez moi ça. Ato afri love. Politruc. Hey Jack. Vanité. (Si on m'avait dit. Le feu)	1 Tonkassette	"Signatur|Verlags-Bestellnummer"	"TK 1115|ALBDI 0202 3250"	2002	"S.l."	"4035"	Nouvelle Music	"Musik|Côte d'Ivoire|Reggae|Populäre Musik"	2007/447	Abweichende Tracktitelangaben auf Einlage			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134110536"	"Blondy, Alpha|Nouvelle Music"	"Blondy, Alpha|Nouvelle Music"	"Beteiligte Person/Körperschaft|Musiklabel"	""
187539928	TK 1093	TK 1093 187539928		Mansa / Coumba Sidibé		"und"	Enth.: Soli. Mansa. Téléphone. Namarato. Cogoyon - Ayé Wili. Ayé bo Sirala. Wélé wélé. Sandji	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1093|CK 7 473"	1998	"Paris|St.-Denis|Bamako"	"17840|721361"	Camara Production	"Musik|Guinea|Mali|Populäre Musik"	2007/422				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126203440"	"Sidibé, Coumba|Camara Production"	"Sidibé, Coumba|Camara Production"	"Interpretation (durch)|Musiklabel"	"1959-"
187540160	TK 1108	TK 1108 187540160		Saramaya / Sayon Camara		"und"	Enth.: Saramaya. Dögöbore. Gassama. Massèrè. Laye Mady. Djery. Yayanko - Foulbe. Dounouga. Fouan Sekou. Mamaye. Faro. Donkafele	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1108"	1998	"France?"	"4050"	CDS Production	"Musik|Guinea|Populäre Musik"	2007/440				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137567945"	"Camara, Sayon|CDS Production"	"Camara, Sayon|CDS Production"	"Interpretation (durch)|Musiklabel"	""
187540489	TK 1111	TK 1111 187540489		Nènè / Lega Bah		"und"	Enth.: A Anday. Rendez-vous. Pameboy remix. Woully. Nènè - A Yobhou mi Yobhou. Woula Salsa. Dhoudha Guitè. Mayata. Kodho	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1111|BGDA 04/2002"	2002	"Cotonou"	"721376"	AMACIF Productions	"Musik|Guinea|Populäre Musik"	2007/443				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137710152|http://d-nb.info/gnd/1137710152"	"Bah, Lega|Bah, Lega|AMACIF Productions"	"Bah, Lega|Bah, Lega|AMACIF Productions"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
188050914	TK 1116	TK 1116 188050914		Soldaaru Mbed / Rapadio		"und"	Enth.: Mikro totwar (Mikro trotwar). Soldaaru mbéd. Bénéén millenium. Life in da jungle. Music bu amoul tiono. Interlude - Li guddi gui muur. R.A.P.A.D.I.O. - interlude. Maa la digône bind. Ban lagn la défaré	1 Tonkassette ; Dolby	"Signatur"	"TK 1116"	2001	""	""		""	2007/448				Veröffentlichung (musikalisches Werk)	""	"Rapadio"	"Rapadio"	"Beteiligte Person/Körperschaft"	""
188051139	TK 1100	TK 1100 188051139		Akosua Kuma / Ahoma Nsiah		"und"	Enth.: Akosua Kuma (Masoa Kenten Hunu). Baabi Awadee Nnye. Ohia Bone. Mabre Magu - Maaye Obi Deen. Mankra Yie. Santrofi Anoma. Mabre Magu	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1100"	1990	"Accra"	"721355"	Bom Biribi	"Musik|Ghana|Populäre Musik"	2007/50				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137283106|http://d-nb.info/gnd/1195731337"	"Nsiah, Ahoma|Helwani, Faisal|Bom Biribi"	"Nsiah, Ahoma|Helwani, Faisal|Bom Biribi"	"Interpretation (durch)|Produktion (von)|Musiklabel"	"|1946-2008"
188051597	TK 1117	TK 1117 188051597		Ça dépend / Papson		"fr"	Enth.: Ça dépend. Euro202 (Euro 2002). Pancho. Jo zinzin - Le @mali pleure muchacha (Le @mali pleure. Muchacha). Trompeur Koraya (la jalousie) (Trompeur Keraya (la jalousie)). Clairvoyant	Paris : Africa production ; Stereo	"Signatur|Verlags-Bestellnummer"	"TK 1117|02030-4"	2000	""	""		""	2007/449	Teilweise abweichende Trackangaben auf Einlage			Veröffentlichung (musikalisches Werk)	""	"Papson"	"Papson"	"Beteiligte Person/Körperschaft"	""
188077820	TK 1105	TK 1105 188077820		Allem Alby / Amr Diab		"und"	Enth.: Allem Alby. Ana Ayesh. Ally el Wadaa. Ya Kinzy. Te'dar Tetkallem. Law Ash'any. Khalleeny Ganbak - Allemny Hawak. Habiby ya Omri. Enta Ma Ollesh Leh. Hanneit. Kollohom. Khalleeny Ganbak (instrumental)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 1105|ALAM TC 230|6221117000958"	2003	"Cairo"	""	Alam el Phan Co.	"Musik|Ägypten|Populäre Musik"	2007/292	Titelfassung in lateinischer und arabischer Schrift			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134710096"	"Diab, Amre|Alam el Phan Co."	"Diab, Amre|Alam el Phan Co."	"Interpretation (durch)|Musiklabel"	"1961-"
188077944	TK 1106	TK 1106 188077944		The best of Congo / [Diverse Interpreten]		"und"	Enth.: Bongisa maloba - Bongisa maloba (Vata mombasa) - Basala hot part 1 - Basala hot part 2 (Kiamangwana matela) - Mama - Bamo kangi - Engunduka - Engunduka (Matalanza) - Likani part 1 - Likani part 2 (Tusevo) - Zonga andowe part 2 - Aguisse	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1106|IBM 822"	1998	"Armonk, NY"	""	IBM	"Musik|Kongo|Populäre Musik|Sampler"	2007/293				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135402824|http://d-nb.info/gnd/3060488-6|http://d-nb.info/gnd/10191155-5|http://d-nb.info/gnd/1137563737|http://d-nb.info/gnd/3074272-9|http://d-nb.info/gnd/1051897386"	"Djédjé, Ernesto|Orchestre Lipua-Lipua (Musikgruppe)|Orchestre Veve|Sanganas Five|Orchestre Kiam|Orchestre Engunduka|IBM"	"Djédjé, Ernesto|Orchestre Lipua-Lipua|Orchestre Veve|Sanganas Five|Orchestre Kiam|Orchestre Engunduka|IBM"	"Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1947-1983|||||"
188078037	TK 1107	TK 1107 188078037		The sound of Africa / [Diverse Interpreten]		"und"	Enth.: Married woman - Mbona wana wake - Neighbour neighbour - Julieta uko wapi - Carry on - Mambo ya inflation - Mama - Uwamesi special - Tax drive - Dina tuowane - Born ya! - Napenda jeni - Arata poison - Suzana na mama - Hey, hey - Were - Sande Monika - Pretty ribbon	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1107|IBM 805"	1998	"Armonk, NY"	""	IBM	"Musik|Afrika|Populäre Musik|Sampler"	2007/294				Veröffentlichung (musikalisches Werk)	""	"IBM"	"IBM"	"Musiklabel"	""
188078886	TK 1103	TK 1103 188078886		Vol. 1: Pont sur le Zaire / Essous, Franco,... Orch. Bantous, Orch. Cercul, O.K. Jazz	African retro	"und"	Enth.: Misele. On a osé le dire. Polo. Bolingo ya bougie. Si tu bois beaucoup. Le @temps passé - Pa'vacillar. Bantous pachanga. Mobali ya craneur. Honole. Endiable merengue. Tout Brazza	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1103|Pathé 2C 266-15.801"	1977	"Paris"	"17840"	Pathé Marconi/EMI	"Musik|Kongo|Lingala|Populäre Musik"	2007/271	(P) 1976			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1022332376|http://d-nb.info/gnd/1034498649|http://d-nb.info/gnd/1022331574|http://d-nb.info/gnd/3059066-8|http://d-nb.info/gnd/3015656-7"	"Essous, Jean Serge|Franco, Musiker|Les Bantous de la Capitale|Orchestre Cercul Jazz|Tout-Puissant OK Jazz|Pathé Marconi/EMI"	"Essous, Jean Serge|Franco <Musiker>|Les Bantous de la Capitale|Orchestre Cercul Jazz|Tout-Puissant OK Jazz|Pathé Marconi/EMI"	"Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1934-2009|1938-1989|||"
188079076	TK 1104	TK 1104 188079076		Vol. 2 / Orchestre OK Jazz	African retro	"und"	Enth.: Colonel Bangala. Ven y ven y ven. Zuani naweli kitayele. Baila mi carabine. Si tu bois beaucoup. Alphonso - Le @temps passé. Ngai nde rideau ya ndako. On entre O.K., on sort O.K. Yaka nakoki te. Lina. Se pamba	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1104|Pathé 2 C 266 15806"	1977	"Paris"	"17840"	Pathé Marconi/EMI	"Musik|Kongo|Populäre Musik"	2007/272	(P) 1962, 1964, 1967			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3015656-7"	"Tout-Puissant OK Jazz|Pathé Marconi/EMI"	"Tout-Puissant OK Jazz|Pathé Marconi/EMI"	"Interpretation (durch)|Musiklabel"	""
188079920	TK 1121	TK 1121 188079920		Sahra / Khaled		"und"	Enth.: Sahra. Oran Marseille (Oran mix). Aïcha (version  mixte). Lillah. Ouelli el darek. Detni essekra. Walou walou - Ki kounti. Wahrane wahrane. Haya haya. Mektoubi. Hey ouedi. Oran Marseille. Sratli. Le jour viendra	1 Tonkassette ; Stereo	"Signatur|Verlags-Bestellnummer"	"TK 1121|533 405-4"	1996	"S.l."	"4035"	Barclay	"Algerien|Populäre Musik|Rai"	2007/610				Veröffentlichung (musikalisches Werk)	""	"Khaled|Barclay"	"Khaled|Barclay"	"Beteiligte Person/Körperschaft|Musiklabel"	""
188080538	TK 1122	TK 1122 188080538		Mohamed Serigne Cheikh / Soda Mama Fall		"und"	Enth.: Dougoudougou. Samba khary. Darou salam. Ndioukel - Serigne Mb S Lô. Daba seck. Mbacke faye. Ndeye fall	1 Tonkassette ; Stereo	"Signatur"	"TK 1122"	1994	"Sandaga"	""	Talla Diagne	"Senegal|Populäre Musik|Sängerin"	2007/611				Veröffentlichung (musikalisches Werk)	""	"Fall, Soda Mama|Talla Diagne"	"Fall, Soda Mama|Talla Diagne"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190457570	TK 1142	TK 1142 190457570		Mama mia / by Jose Chameleone		"und"	Enth.: Maama mia. Sana. Number one. Sana (instrumental). Maama mia (instrumental) - Kabwa Mango. Dungu. Mikono Juu. Kabwa Mango (instrumental)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1142"	2000	"Kampala"	""	F. M. Music Studio	"Musik|Uganda|Populäre Musik"	2007/729				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137722967"	"Chameleone, Jose|F. M. Music Studio"	"Chameleone, Jose|F. M. Music Studio"	"Interpretation (durch)|Musiklabel"	"1979-"
190597127	TK 1138	TK 1138 190597127		Mama / Mr. Nice		"und"	Enth.: Mama. King;asti. Friday night - Kidali po. Inst. Nakuita. Nakuita remix	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1138|FKW 082"	1999	"Dar-es-Salaam?"	""	FKW	"Musik|Tansania|Populäre Musik"	2007/746				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137721480"	"Mr. Nice|FKW"	"Mr. Nice|FKW"	"Beteiligte Person/Körperschaft|Musiklabel"	""
19059716X	TK 1137	TK 1137 19059716X		Rafiki / Mr. Nice		"und"	Enth.: Fagilia. First Lady. Mbona umeniacha - Rafiki. Kila mtu na demu wake. Kikulacho	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1137|FKW 127"	2000	"Dar-es-Salaam?"	""	FKW	"Musik|Tansania|Populäre Musik"	2007/726				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137721480"	"Mr. Nice|FKW"	"Mr. Nice|FKW"	"Interpretation (durch)|Musiklabel"	""
190597267	TK 1160	TK 1160 190597267		Binti / Lady Jaydee		"und"	Enth.: Usiusemee moyo. Siri yangu. Mawazo. Binti. Zaina - Mwanionaje. Kifo. Muhogo wa Jang'ombe. Siwema. Wanaume kama mabinti	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1160"	2000	"Dar-es-Salaam?"	""	GMC Wasanii Promoters Ltd.	"Musik|Tansania|Populäre Musik"	2007/747				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113822412X"	"Lady Jaydee|GMC Wasanii Promoters Ltd."	"Lady Jaydee|GMC Wasanii Promoters Ltd."	"Interpretation (durch)|Musiklabel"	"1979-"
19059778X	TK 1124	TK 1124 19059778X		Burudikeni / na Simba Wanyika	Zilizopendwa	"und"	Enth.: Nnafikiri nitakujibu. Kijana tushirikiane. Dunia haina uwema - Halima no.2. Sophy no.2. Lina chunga pesa	1 Tonkassette ; Digital	"Signatur"	"TK 1124"	2000	"S.l."	"4035"	Mitha {[u.a.]	"Afrikanische Musik|Populäre Musik|Populärkultur|Tansania|Kenia"	2007/711				Veröffentlichung (musikalisches Werk)	""	"Wanyika, Simba|Mitha {[u.a.]"	"Wanyika, Simba|Mitha {[u.a.]"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190610859	TK 1131	TK 1131 190610859		Sikujua utabadilika / Simba Wanyika	Zilizopendwa	"und"	Enth.: Sikujua utabadilika. Usinichukie mama. Papara zako - Hasira hasara. Lwiza wangu. Dalili zako	1 Tonkassette ; Digital	"Signatur"	"TK 1131"	2000	""	""		"Afrikanische Musik|Populäre Musik|Populäre Kultur|Kenia|Tansania"	2007/719				Veröffentlichung (musikalisches Werk)	""	"Wanyika, Simba"	"Wanyika, Simba"	"Beteiligte Person/Körperschaft"	""
190611863	TK 1125	TK 1125 190611863		Tuzo kwa wazazi / Simba Wanyika	Zilizopendwa	"und"	Enth.: I love u Madina. Helena wangu. Kibarua sina - Naepuka mama. Asante ester. Usinielewe vibaya	1 Tonkassette ; Digital	"Signatur"	"TK 1125"	2000	"S.l."	"4035"	Mitha {[u.a.]	"Afrikanische Musik|Populäre Musik|Populäre Kultur|Kenia|Tansania"	2007/712				Veröffentlichung (musikalisches Werk)	""	"Wanyika, Simba|Mitha {[u.a.]"	"Wanyika, Simba|Mitha {[u.a.]"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190612118	TK 1126	TK 1126 190612118		Natafuta mwari / Simba Wanyika	Zilizopendwa	"und"	Enth.: Maria. Wenzako (wasi wasi ondoa). Nakupenda sherie - Natafuta mwari. Pole pole. Nitapata wapi pesa	1 Tonkassette	"Signatur"	"TK 1126"	2000	"S.l."	"4035"	Mitha {[u.a.]	"Afrikanische Musik|Populäre Musik|Populäre Kultur|Kenia|Tansania"	2007/713				Veröffentlichung (musikalisches Werk)	""	"Wanyika, Simba|Mitha {[u.a.]"	"Wanyika, Simba|Mitha {[u.a.]"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190612231	TK 1128	TK 1128 190612231		Tushirikiane / Simba Wanyika	Zilizopendwa	"und"	Enth.: Makulata 1 & 2. Haleluya. Mwenda pole - Baba nyange. Mapenzi yaniua. Tushirikiane	1 Tonkassette	"Signatur"	"TK 1128"	2000	"S.l."	"4035"	Mitha {[u.a.]	"Afrikanische Musik|Populäre Musik|Populäre Kultur|Kenia|Tansania"	2007/715				Veröffentlichung (musikalisches Werk)	""	"Wanyika, Simba|Mitha {[u.a.]"	"Wanyika, Simba|Mitha {[u.a.]"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190622202	TK 1153	TK 1153 190622202		Maneno Maneno / DDC Mlimani Park Orchestra		"und"	Enth.: Maneno Maneno. Tende Haluwa. Saccos - Kelele za paka. Mshenga. Fumanizi	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1153|GB-4 198"	2000	"Dar-es Salaam"	""	GMC Wasanii Promoters Ltd.	"Musik|Tansania|Populäre Musik"	2007/736				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3063174-9"	"Mlimani Park Orchestra|GMC Wasanii Promoters Ltd."	"Mlimani Park Orchestra|GMC Wasanii Promoters Ltd."	"Beteiligte Person/Körperschaft|Musiklabel"	""
190622679	TK 1148	TK 1148 190622679		Machozi jasho na damu / Professor Jay		"und"	Enth.: Ndio mzee. Jay jr. interlude. Jina langu. Bongo Dar interlude. Bongo Dar es Salaam. Yataka moyo. Nawakilisha - Intro. Machozi Jasho na Damu. Piga makofi. Niamini. Salamu Bibi na Babu. Tathimini interlude. Tahimini. Na bado. Outro	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1148"	2000	"Dar-es-Salaam?"	""	FKW	"Musik|Tansania|Populäre Musik"	2007/735				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137861843"	"Professor Jay|FKW"	"Professor Jay|FKW"	"Interpretation (durch)|Musiklabel"	"1975-"
190623101	TK 1152	TK 1152 190623101		Juhudi / Chegge		"und"	Enth.: Juhudi. Nenda. Lover boy. Ndani ya familia - Twenzetu. Stela. Nenda RMX. Makosa. Outro	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1152"	2000	"Dar-es-Salaam?"	""	FKW	"Musik|Tansania|Populäre Musik"	2007/732				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1138133841"	"Chegge|FKW"	"Chegge|FKW"	"Interpretation (durch)|Musiklabel"	""
190623217	TK 1141	TK 1141 190623217		Shida za dunia / Chameleone Jose		"und"	Enth.: Shida za dunia. Sinsolo. Katika. Walisema. Maama Rhoda (instrumental) - Maoko na Maoko. Maama Rhoda. Bahati yangu. Kiboko yao. Maoko na Maoko (classic)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1141"	2000	"Kampala"	""	Kasiwukira	"Musik|Uganda|Populäre Musik"	2007/731				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137722967"	"Chameleone, Jose|Kasiwukira"	"Chameleone, Jose|Kasiwukira"	"Interpretation (durch)|Musiklabel"	"1979-"
190623322	TK 1140	TK 1140 190623322		Kipepeo / Jose Chameleone		"und"	Enth.: Kipepeo. Suzanna. Tubesiga - Mbalangire. Haraka Haraka. Naasinzanga	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1140"	2000	"S.l."	"4035"	Lusyn Enterprises	"Musik|Uganda|Populäre Musik"	2007/730				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137722967"	"Chameleone, Jose|Lusyn Enterprises"	"Chameleone, Jose|Lusyn Enterprises"	"Interpretation (durch)|Musiklabel"	"1979-"
190623977	TK 1151	TK 1151 190623977		Chenkula / Maua		"und"	Enth.: Chenkula Akatambala. Olugendo. Bikolwa Engonzi. Libata Nomanya - Chwi Chwi. Omwana Sofi. Chenkula Akatambala [remix]. Niwe Ndifanawe	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1151"	2000	"Dar-es-Salaam"	""	GMC Wasanii Promoters Ltd.	"Musik|Tansania|Populäre Musik"	2007/737				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1138058777"	"Maua Chenkula|GMC Wasanii Promoters Ltd."	"Maua Chenkula|GMC Wasanii Promoters Ltd."	"Interpretation (durch)|Musiklabel"	""
190624132	TK 1130	TK 1130 190624132		Chahra / Chahra		"und"	Enth.: Assou ya assassa. Alach delala. Megouani - Lelgoula. Yalala. Rayd rayd. Adala. Soudji wahdak	1 Tonkassette	"Signatur|Verlags-Bestellnummer"	"TK 1130|ESC 1008"	2002	"Marseille"	""	Ed. Soleil	"Marokko|Populäre Musik|Populärkultur|Populäre Kultur"	2007/1233				Veröffentlichung (musikalisches Werk)	""	"Chahra|Ed. Soleil"	"Chahra|Ed. Soleil"	"Beteiligte Person/Körperschaft|Musiklabel"	""
190624566	TK 1146	TK 1146 190624566		Fiesta : moto zaidi : Fleva ya Bongo / [Diverse Interpreten]		"und"	Enth.: Chai - Sivyo walivyo - Hatugombani - Michano - G - Wanapagawa - Twende fiesta - Nilikaona mwaka jana - After party - Itikadi	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1146|GR-5 451"	2002	"Dar-es-Salaam"	""	GMC Wasanii Promoters Ltd.	"Musik|Tansania|Bongo Flava|Populäre Musik"	2007/734				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3067697-6"	"TMK Wanaume|GMC Wasanii Promoters Ltd."	"TMK Wanaume|GMC Wasanii Promoters Ltd."	"Beteiligte Person/Körperschaft|Musiklabel"	""
