PPN	Signatur	Product	DateCreated	Artist	
491047061	R 4959	Volume 1 / Orchestre Kiam - Editions Vévé	1977	Orchestre Kiam	
491049129	R 4960	Super hits : vol. 1 / Orchestre Grand Piza - ASL - Associated Sound (East Africa) Ltd./Phonogram Ltd.	1977	Roy, Makengo / Orchestre Grand Piza	
491091419	R 4962	Photo Madjesi / Trio Madjesi, Orchestre Sosoliso - African	1974	Matadini Mabele, Mario / Trio Madjesi / Orchestre Sosoliso	
491093640	R 4964	Deux temps / Emeneya et le Victoria Eleison - Editions Kaluila	1987	Emeneya / Victoria Eleison	
491101589	R 4969	Ayindjo / Les Editions Veve présentent : l'Orchestre Kamale et son célèbre chanteur Nyboma (Davos) - African	1977	Nyboma / Orchestre Les Kamale	
491117183	R 4973	Moyibi / Pépé Kallé et Nyboma - Syllart Records	1988	Pépé Kallé / Nyboma	
491120184	R 4971	Tu seras coupable pour rien / Orchestre : Kamalé - Innovation	1986	Kiland, L.M. / Orchestre Les Kamale	
491121806	R 4972	Tounde mon amour / Chanté par Nyboma, Bovi et Kilola - Innovation	1982	Kiland, L.M. / Vata Mombassa / Nyboma / Mukoko, Bovi / Salaika, Kilola	
491130198	R 4970	Baya baya / Orchestres Kamale et Kiam - Veve International	1982	Orchestre Les Kamale / Orchestre Kiam	
491141858	R 4977	Elalie / Lita-Bembo - Le Passeport	1982	Bembo, Lita	
491142633	R 4978	Judas / Lita Bembo Kolo Kwanga - V.I.S.A. 1980	1980	Bembo, Lita / Stukas	
491143451	R 4979	Kibata / Lita Bembo et Le Stukas Du Zaïre - Disco Stock	1982	Kisola Nzita, Gaby / Bembo, Lita / Stukas	
49115058X	R 4981	Zabolo / Empire Bakuba de Pepe Kalle - Disco Stock	1982	Pépé Kallé / Empire Bakuba	
491151683	R 4982	Mandat d'arrêt / Fafa de Molokai - Philo-nteke	1985	de Molokaï, Fafa	
491152809	R 4983	M'fono yami / Papa Wemba - Stern's Africa	1988	Papa Wemba	
491154755	R 4984	Place Vendome / Modogo Gian Franco Ferré et Papa Wemba avec L'Orchestre Viva La Musica - Disques Espérance	1989	Ferré, Modogo Gianfranco / Papa Wemba / Viva la Musica	
491157428	R 4985	L'esclave / Papa Wemba - Gitta Production	1986	Papa Wemba / Viva la Musica	
491161034	R 4986	Papa Wemba à Paris / Papa Wemba - V.I.S.A. 1980	1980	Papa Wemba / Viva la Musica	
491161603	R 4991	Joujou / Evoloko Jocker - V.I.S.A.	1980	Evoloko Jocker	
491317492	R 4996	Vol. 2 : (1962-1964) Bantous Jazz / Bantous Jazz - African	1985	Les Bantous de la Capitale	
491321325	R 4994	Vol. 1 / Leon Bukasa - Universal Music Records	1982	Bukasa, Léon / Bavouéza Guinot, Marcel / Kongo Retro Band	
491333900	R 4999	Mwana kinkala / Les Bantous De la Capitale - Music Press	1982	Les Bantous de la Capitale	
491335024	R 5000	Bakolo m'boka / Les Bantous De La Capitale - Apia	1984	Les Bantous de la Capitale	
491342950	R 5001	Mitoga / Orchestre S.B.B. - Musi-Club	1982	Orchestre Super-Boboto	
491345186	R 5004	Chante Karibou / Le Prince Youlou Mabiala - Rythmes Et Music	1984	Mabiala, Youlou / Kamikaze Loningisa	
491345895	R 5005	To-sangana / Master - Disques "Sonics"	1981	Master Mwana Congo	
49134791X	R 5006	Samantha / Pamelo Mounka - Disques "Sonics"	1982	Mounk'a, Pamelo	
491511493	R 5007	Laisse toi vivre mamouni / Pamelo Mounka - Disques "Sonics"	1983	Mounk'a, Pamelo	
491512309	R 5008	L'argent appelle l'argent / Pamelo - Disques "Sonics"	1981	Mounk'a, Pamelo	
491514417	R 5009	Jeannot où est le sérieux? / Les Évadés De Ponton La Belle - BIR (Badmos International Records)	1982	Tchicaya, Tchico / Lolita / Orchestre Les Évadés	
491672802	R 4995	Les grands succes des editions samay / Verschiedene Interpreten - Sonafric	1976	Mascott, Samba / Ya Claude / Douley, Clotaire / Victor, Saboukoulou / Aubin, Pie	
491792123	R 5012	Lili / Le Prince Youlou Mabiala - Tchi Tchi	1981	Mabiala, Youlou	
491793863	R 5013	Carte postale / Prince Youlou Mabiala Et Son Orchestre Kamikaze-Loningisa - Voix d´Afrique	1983	Mabiala, Youlou / Kamikaze Loningisa	
491795319	R 5014	Marie Bima (mon avocat a voyagé 2ᵉ épisode) / Youlou Mabiala, Orchestre Kamikaze - Bade Stars Music	1987	Mabiala, Youlou / Kamikaze Loningisa	
